review,sentiment
"""9/11,"" hosted by Robert DeNiro, presents footage from outside and inside the Twin Towers in New York, on September 11, 2001.<br /><br />Never too grisly and gory, yet powerful and moving. ""9/11"" is a real treat. Anyone not moved by this television show is immune to anything.<br /><br />5/5 stars --<br /><br />",positive
"Watching The Tenants has been a interesting experience for me. It is the first film I have ever seen where I have shuttled at speed through parts of the (non)action - and I can normally watch anything from turgid action movies to Serbo-Croat indie and find them fascinating.<br /><br />The Tenants is frustratingly sluggish and over-orchestrated. One of the main problems of the script is there is little realistic character dialogue, apart from the set pieces where characters 'collide' in a very structured setting (to make this work, the film needed to feel more conceptual, which it didn't). This leads to a lack of realistic character development; everyone seems two-dimensional.<br /><br />The worse for this is the character of Bill Spear, aka Snoop Dogg. I found his characterization very uncomfortable and very unsympathetic. At one point, I even stopped the film because I got so annoyed by the character's aggressive, violent and monotonal delivery, the lack of any other personality layer apart from that of the reactionary ""on"" switch (which gets really predictable after a while) and I so desperately wanted him to have some redeeming qualities. However, one reason for this jar might be the nebulous time scape of the film (supposedly 70s, it feels and looks more early noughties). If it had been more securely fixed in the 70s, his character might have seemed more understandable.<br /><br />The lighting of the film was also awkward. All the way through, the soundtrack attempts to provide a certain gritty, jazz-infused atmosphere that just did not come off, largely because the set was too well-lit.<br /><br />The Tenants, to me, is an unbelievable film. It doesn't depict real people or propose any interesting ways of thinking about race, identity or the life of a writer, be they white or black.<br /><br />Strangely, I came away with the feeling that this project needed David Lynch; his eerie, clastrophobic and obsessive look and feel would have lifted both the actors and the script into something quite remarkable.",negative
"I can't remember the worst film I have watched.Total waste of actors and audience time.If you prefer sitting by your TV and think when will be this film over,then this is the right film for you.Maybe this film is recorded to make people believe that Moscow has some mystique past. But I must say I have not expect anything else from Rade Serbedzija,but I have expected more from Vincent Gallo.The film lacks a plot, character,development,denouement.Entire movie is about underground tunnels and how they are mystique.I must be fair there is some camera effect but even that is too poor.Over and over are the same pictures.Total waste of time.",negative
"Licence fees to watch this trash, And pay for it with hard-earned cash? Humourless, no hint of laughter, God knows how it won a BAFTA! <br /><br />We've now been subjected to ""Eastenders"" for twenty years. When, oh when is the Great British public going to see this awful soap for what it is? Crass Pap! This programme no more depicts reality in the East End of London than everyday life in Beirut, and never has done.<br /><br />The Eastenders I know (the real ones) are kind, courageous, hardworking and loyal. And one of their greatest attributes is humour. It was the Eastenders who went through the worst of the London blitz and still stuck two fingers up to Hitler. And what do we see on our screens for five days of the week (including an omnibus)? Nothing but a bunch of moaning, wailing, ""dead from the neck up"" wimps, who seem to do little else than sit in a pub all day sniping at each other. What a great advert for Britain that is!! Do the writers actually believe this garbage they're pumping out? Obviously the woolly-minded section of the public does, but then I've heard that apparently anyone can be brainwashed into believing anything.",negative
"I was very lucky to see this film as part of the Melbourne International Film Festival 2005 only a few days ago. I must admit that I am very partial to movies that focus on human relations and especially the ones which concentrate on the tragic side of life. I also love the majority of Scandinavian cinematic offerings, there is often a particular deep quality in the way the story unfolds and the characters are drawn. Character building in this film is extraordinary in its details and its depth. This is despite the fact that we do encounter quite a number of characters all with very particular personal situations and locations within their community. The audience at the end of the screening was very silent and pensive. I am still playing some of those scenes in my mind and I am still amazed at their power and meaningfulness.",positive
"""It's not like that big mechanical toy"", says a character early on, commenting on ""Jaws"". Well, ""Blood Surf"" would only wish to have a beast as convincing as the shark of the ""Jaws"" series. In other words, the digital special effects of this movie are TERRIBLE. Acting and directing are not much better, either; they seem more suited to a deodorant or a bubble-gum commercial than to a horror movie. The attitude of the people who worked on this film shows contempt not only for the genre, but for the audience too. Saying you ""liked"" this film only encourages filmmakers to offer us more of this crap, further destroying the poor horror genre. (*1/2)",negative
"For me personally this film goes down in my top four of all time. No exceptions. James Cameron has proved himself time and time again that he is a master storyteller. Through films such as Aliens, The Abyss and both Terminators it is clear that he was a brilliant and confidant director as far as action and science-fiction goes. He sees a story and adds a strange quality to the film. But Titanic is so much different to his other strokes of brilliance. The film is exceptionally moving and allows room for surprises, plot development and interesting character developments in a story that everyone knows. The story of the famed voyager sinking on her maiden voyage is legend so the challenge was for Cameron to make a truthful, interesting and entertaining film about it. The acting is wonderful as Leonardo DiCaprio who plays Jack and Kate Winslet who plays Rose became superstars overnight with the release of this film and in most films I get annoyed when the supporting characters aren't given a lot to do but in this film it is more purposeful because as an elderly Rose (Gloria Stuart) tells her story it is quickly apparent that it is Rose's and Jack's story alone, no one else. Emotionally it is entirely satisfying and can leave no dry eye in a theater or home. The music has become iconic and legendary. It is composer James Horner's finest soundtrack ever and evokes so much from the film and the audience. The song after so long has become annoying but I still appreciate it for the phenomenon it is and this film is. Only one problem, the usual James Cameron problem, is the dialogue which is memorable but in a bad way as in how cheesy it is at points but all that aside. James Cameron has delivered a masterpiece and a romantic epic that sweeps you away on a journey of a lifetime. My heart won't go on from this one.",positive
"Just as Tom Berenger put you into the soul of Sgt. Barnes, he has done it again with Thomas Beckett. If I thought his world was folding in on him in the first scenes, it was nothing compared to how much more I felt during the last scenes. Great movie, even for a girl.",positive
"Two years ago at Sundance I loved Josh Kornbluth's directing debut-Haiku Tunnel. So I was looking forward to his brother (and frequent collaborator) Jacob's, The Best Thief in the World. This is a drama about a seemingly good kid growing up in a lower-class area of New York. The movie is not without its poignant moments. But at times it is as if Kornbluth is working way too hard to state the obvious: Life can be very difficult for some people. And life isn't fair.<br /><br />More subtle, and more important, is our understanding that despite all of these somewhat abhorrent cultural underpinnings and the anti-social behavior they may spawn, these characters have no shortage of goodness and humanity. We can recoil at their language and their living conditions, but we are cannot discount their intent. And in fact, their struggles to maintain a family under such adversity has a certain nobility that most of us can barely appreciate. Kornbluth grew up in this neighborhood, and his compassion for the people is evident throughout.<br /><br />Having said all this, The Best Thief in the World suffers from many painful flaws (including the title). The characters aren't very believable. The writing is uneven. And the plot-line is barely discernible. And for many the most disturbing is that Kornbluth uses two young black boys mimicking gangsta rap between scenes. To each his own: But while I don't question the potential realism of this phenomenon, it pains me to see 5-year-old children mf'ing and talking about having sex with a line-up of women. It's unnecessary shock value and is a forced bit of borrowed interest.",negative
"BROADCAST NEWS opens with a series of brief vignettes that are a clever way of starting a story about TV anchors who have no clue as to what they're reporting about.<br /><br />At a speech before a group of would-be reporters, all of whom are bored by her presentation, most of them leave. When the last one exits, the co-host of the event says quietly to HOLLY HUNTER: ""I don't think there will be any Q&A."" Subtle line in a brilliantly written low-key comedy, a farce about the show biz aspect of TV anchoring.<br /><br />WILLIAM HURT is the inept news anchor who finds himself working with HOLLY HUNTER as the network anchorman. Hurt badly needs help in remedial reporting and Holly refuses to take the bait--at first. He knows he's only capable of looking good, but is not a reporter. He proves to be a quick study as long as his earpiece is working and he's getting all the straight info from executive producer Hunter.<br /><br />Holly's other anchor friend (ALBERT BROOKS) helps by feeding her information she passes on to Hurt. Of course she becomes conflicted about her feelings for ace reporter Brooks and equally strong attraction to the pretty-boy anchorman Hurt, who's having his own dalliance with a pretty staff member.<br /><br />You have to wait until twenty minutes before the film ends to find out which man she'll end up with. Brooks tells her that Hurt is the wrong one because he represents everything she's against. In this unpredictable comedy, there's no telling who Hunter (the neurotic heroine) will end up with.<br /><br />Fittingly, HOLLY HUNTER, WILLIAM HURT and ALBERT BROOKS were all nominated for Oscars (Brooks in supporting role), as was the film itself and director/writer James L. Brooks. All in all, seven well deserved Oscar nominations.<br /><br />The script doesn't opt for a conventional happy ending--and, in this case, that's the only flaw for the brilliant screenplay. I felt cheated and somewhat let down by the wistful conclusion.",positive
"Most movies I can sit through easily, even if I do not particularly like the movie. I am the type of person who recognizes great films even if I do not like the genre. This is the first movie I could not stand to watch. Cat in the Hat is the worst movie I have ever seen--and I've seen a lot of movies. The acting is okay (Myers is good as the cat, it's just that he is REALLY annoying). The silly songs the cat sings were boring and monotonous, even for the children in the audience. The plot drags on and on, and viewers must suffer through poor dialogue. The ""witty"" parental remarks are disgusting, not funny (I remember some awful comment about a garden hoe being compared to, well, a type of person people call a ""ho""). Even though the movie is really short, it seemed to last FOREVER. Do not waste your time. I know small kids who hated this movie. If children can't stand it, I do not know how any adults can. I would like to fume more about this film but I do not even feel like wasting anymore time writing this review about it. I HATED IT! So, in summary, do not spend 90 minutes of your life watching this! See a GOOD movie!<br /><br />1/10 stars--the lowest review I have ever given a movie.",negative
"One of the funniest, most romantic, and most musical movies ever; definitely worth renting/buying especially if you have a taste for older style of cinematography.<br /><br /> The animals and the songs alone will make you smile while watching the movie. A definite must for Madonna fans. :o)",positive
"An excellent documentry. I personally remember this growing up in NYC in the early 80's. This movie is for anyone that wasn't around during that time period.This shows the one thing the African American Gay Underclass felt was solely theirs and the love and camadrie you see is real. The people are real and sadly few are still alive as this is being written. The balls are still held but not to the extent that they were in the the nineteen eighties. That time is gone forever. This is a good pre ""homo thug"" movie. When Queens were really proud to be extroverts. Goodbye to Storyville this is another era gone but greatly documented all hail film!",positive
"I used to LOVE this movie as a kid but, seeing it again 20+ years later, it actually sucks. Up The Academy might have been ahead of it's time back in 1980, but it has almost nothing to offer today! Movies like Caddyshack and Stripes hold-up much better today than this steaming dogpile. No T&A. No great jokes except for the one-liners we've all heard a million times by now.<br /><br />I recently bought the DVD in hopes that it would be the gem I remembered it being. Well, I was WAY off! The soundtrack had only 2-3 widely-recognizable hits (not the smash compilation others had mentioned) and the frequent voice-overs were terrible. The only thing that was interesting, to me, was predicting what the character's lines were before they said them. Yep, I watched this movie that much back then! <br /><br />The only reason I am writing this review is to give my two cents on why this movie should be forgotten, sorry to say. :(",negative
"USA The Movie is like this: You take a nap on a long hot Sunday afternoon. It feels great to close your eyes and let your worries drift away. Soon you're lost in one of those intense lucid dreams where you know you're dreaming but you still can't wake up--not that you want to. You go with the flow, and soon you're in a kind of weird Alice in Wonderland story complete with characters you didn't think you could dream up. They're telling you all kinds of crazy stuff about war and peace while taking you through a trip into the past and even the future. <br /><br />The dream starts to get heavier and you feel like it's going down a path you can't control. Maybe you want to wake up so you try to open your eyes but you can''t . Now there's destruction and sadness and confusion and scary voices telling you what could be truth or could be lies. You're seeing images that flicker and change and then get clear, but do you even want to see what you're brain is creating for you? <br /><br />Finally you're lost in a myth world and you realize the end has come. The end of the world and the end of the dream. It's over. What do you wake up to? What do you do next? <br /><br />Maybe you'll write down that dream because you know dreams like don't happen too often-- and when they do you better pay attention. <br /><br />Or maybe you'll crack a beer and forget the whole thing. Bad idea. Don't forget.",positive
"The show had great episodes, this is not one of them. It's not a terrible episode, it's just hard to follow up ""The man that was death."", ""All through the house"", and ""Dig that cat, he's real gone.""<br /><br />This episode is about a couple that has just been married Peggy (Ammanda Plummer) and Charles (Stephen Shellen). In the first five minutes you find out that Charles only married Peggy for her money. The two go on their honeymoon and their car breaks down on a dirt road and they have to seek refuge in an old abandon mansion. Charles soon finds out a secret of Peggy's family...<br /><br />In my opinion you should watch this episode, but just don't expect the same feeling as the rest of the episodes in the first season.",negative
"This independent, B&W, DV feature consistently shocks, amazes and amuses with it's ability to create the most insane situations and then find humor and interest in them. It's all hilarious and ridiculous stuff, yet as absurd as much of the film should be, there is a heart and a reality here that keeps the film grounded, keeps the entire piece from drifting into complete craziness and therein lies the real message here. This film is about how we all survive in a world gone mad. That seems to be the heart of the film. For as insane and off the wall as things get, Leon, the 30 yr. old paperboy-protagonist, always tries to keep it together. He's like a child forever trying to catch the balloon that is floating away so that everything will work out for the best, so that everyone can have what they want.<br /><br />The acting in the film could have went far over the top but the exceptional cast really keeps the piece cohesive. Van Meter is perhaps the best of the bunch here with a performance that shines through her absurd diseased tics. Just as the characters in the film do, we overlook her sudden outbursts to see the real person underneath. <br /><br />Majkowski is a true genius here. He takes the utmost ridiculous plot twists and keeps them real. It is his script and his cast that help keep the whole thing afloat. It's a true testament to the skill of Majkowski and all involved that this film, with it's grating plot and characters, never once works our nerves. Majkowski has taken a film that could have been abrasive and repugnant, and somehow given it heart and humor. This is a unique film. Not to be missed. <br /><br />",positive
"I like end-of-days movies. I like B-movies. I was hoping I would like this movie.<br /><br />I could ignore the poor effects, the often atrocious music, the cringe-inducing lines. I could ignore the unexplained events, and the fact that the movie constantly relies on deus ex machina is excusable, given the subject matter. I could ignore the fact that the people who fight hunger and try to reach world peace are the bad guys. None of these things kill the movie. What kills this movie is that it's just plain and simple boring. Nothing actually happens; almost all scenes in the movie are designed to push the movie creators' morals on the viewers, at the cost of actually having a coherent story, or any kind of suspense.<br /><br />If you're looking for an entertaining B-movie, look elsewhere. This movie is just boring.",negative
"As someone who likes chase scenes and was really intrigued by this fascinating true-life tale, I was optimistic heading into this film but too many obstacles got into the way of the good story it should have been.<br /><br />THE BAD - I'm a fan of Robert Duvall and many of the characters he has played, but his role here is a dull one as an insurance investigator.<br /><br />The dialog is insipid and the pretty Kathryn Harrold is real garbage-mouth. From what I read, there were several directors replacing each other on this film, and that's too bad. You can tell things aren't right with the story. I couldn't get ""involved"" with Treat Williams' portrayal of Cooper, either. He should have been fascinating, but he wasn't in this movie. It's also kind of a sad comment that a guy committing a crime is some sort of ""folk hero,"" but I admit I wound up rooting for the guy, too.<br /><br />Not everything was disappointing. I can't complain about the scenery, from the lush, green forests of Oregon to the desert in Arizona.<br /><br />I'd like to see this movie re-made and done better, because it is a one-of-a-kind story.",negative
"There's so many negative reviews about ""Stay away, Joe"" in here I just can't stay quiet any longer and let this injustice happen. Here's a side you haven't heard yet.<br /><br />Elvis Presley's movies are my guilty pleasure for a simple reason: they are perfect films for a pure relaxation because I don't have to think when I watch them. That means I don't have to worry about missing a complex plot because there never is a proper plot to start with. I can just kick off my shoes, grab a beer, sit back, switch off my brains and enjoy all the general wackiness and catchy easy-going rock n' roll tunes from the grooviest decade of them all.<br /><br />In my books ""Stay away, Joe"" definitely falls into the ""so bad it's good""-category. Now if you're like me and appreciate ""the trash value"", this is the ultimate 1960's camp experience. It's so bad that it's almost surrealistic to watch and just when you think that it can't possibly get any worse it surprises you in the most imaginable ways. In the end you're so amazed by all the new levels of stupidity you just don't know whether to laugh or cry. In a nutshell: I love it because it's so damn amusing that there once was a generation that actually made films like this. I still give it 1 out of 10 though - once it hits the bottom 100 it will became an instant bad movie classic.",negative
"I approach films about talking animals with care. For every wonderful one like Babe, you get an equally poor one like the dreadful remake of Homeward Bound: The Incredible Journey. Or in the case of Cats & Dogs, you have a great idea for a film not living up to its potential. When I heard about Paulie, the premise of a wisecracking parrot didn't exactly fill me with confidence. But I found the film a pleasant surprise. And it manages to sneak its way into your heart without you realising.<br /><br />A Russian janitor, Misha Vilyenkov (Tony Shaloub) gets a job in a research laboratory. One day, he hears singing coming from the basement. And when he investigates, he finds a parrot in its cage singing its little heart out. Misha becomes fascinated with the bird, especially when it turns out the parrot can not only sing, it can talk. And not a few phrases either. Its a parrot you can actually make conversation with.<br /><br />The parrot is called Paulie (voiced by Jay Mohr), and recognises a fellow castaway in Misha. Wondering how this world to the wise bird ended up in a dusty basement, Misha convinces Paulie to tell him his life story. Which all began when he was a baby, and in the care of Marie, a five year old girl with a stutter. The two of them became birds of a feather (OK, bad pun!).<br /><br />When Marie's parents became concerned about her close friendship with a bird, they considered sending him away. And they finally did after Marie nearly injured herself in a fall after teaching Paulie to fly. Desperate to be reunited with her, Paulie begins a long journey across America, which includes a diverse number of new owners, flying great distances, and even ending up behind bars. Of a cage that is!<br /><br />Paulie was one of a number of talking animal films released by DreamWorks in the late 90s. And although it wasn't afforded the same recognition or box-office success of Babe, Paulie succeeds on quite a few levels, and is an occasional work of striking intelligence.<br /><br />Jay Mohr's stand-up style of acting is well suited to the part of Paulie. He never plays the part as too smug, even if he is a bit of a smart Aleck. Paulie's worldly, but he is also naive in his way.<br /><br />Because he's lived a rather sheltered life with Marie, when he's taken away, he has to fend for himself for the first time. And when he falls into the hands of different owners, they make promises to Paulie to reunite him with Marie, which he believes. Only for those promises to be broken time and again.<br /><br />Paulie is admittedly a little episodic. It follows the eclectic people Paulie ends up with, and how he slowly gets brought closer and closer to Marie. He first winds up in a pawn shop, where he is adopted by Ivy (Gena Rowlands), a kindly woman who teaches him the meaning of manners. She sympathises with Paulie's situation, and drives an RV across America to find Marie.<br /><br />Paulie is an occasionally very touching film. His scenes with Ivy are some of the best. Wonderful moments of Paulie perched on her shoulder singing Tom Jones numbers. The way she instills in him the need for hope is great, and some of the dialogue is quite well written and even thought-provoking: <br /><br />""There are things in life you put off, because you think you're gonna do them later. But the real thing Ivy taught me is you gotta live like there may not be a later.""<br /><br />The scene where Ivy passes away en route leaving Paulie all alone is a very heart-rending moment. And the sequence where he plucks up the courage to fly for the first time across the Grand Canyon, soaring majestically is such a beautifully composed scene it stays with you for hours after the film's over.<br /><br />Despite the occasional sad moment, there are plenty of laughs to be had. Paulie falls in with a group of performing parrots at a Spanish outdoor restaurant. The animatronic effects here are really excellent as four birds do a perfectly choreographed dance number. And Paulie even gets to have a romance. Which is dashed when he falls in with a petty thief (played by Mohr as well). That may be the only complaint I have. As soon as you get comfortable with one situation, the film then moves Paulie on to another.<br /><br />The scene where Paulie is taught to steal money from ATM machines is funny, but a little disturbing too. I'm amazed DreamWorks were granted the chance to include such a scene in a kids film. And Paulie's diamond robbery is very Mission Impossible. He's caught in the act, and shipped off to the lab for animal testing, where he's remained ever since.<br /><br />The story finally comes full circle at the lab, where Misha vows to help Paulie. Of course they do find Marie. But the final revelation is a scene of such shocking intensity, I was left numb for several minutes. Paulie may never get the longevity Babe has, but I believe its an equally brilliant film. The same laughs. The same flawless effects. And the same surprising intelligence.<br /><br />A minor gem.",positive
"This is easily the most disappointing, least gratifying movie of the entire so-called blacksploitation genre, which, by the way, are films we generally enjoy a great deal in our home. Rather than being ""exploitation"" or demeaning, these films actually provide a priceless insight into an era. Well, not Bucktown.<br /><br />In this story, Duke returns to Bucktown to operate the night club left to him by his recently deceased brother. He quickly learns that the city is entirely controlled by a corrupt police force, bleeding protection money out of all the local businesses. Duke resists, and determines that he will rescue the city from the corrupt police. Unfortunately, he does so by calling in a posse of his friends (these people are vaguely explained as some former black-militants who have worked with Duke on ""jobs"" in the past) and they simply murder the entire police department in cold blood. And literally in the presence of hundreds of witnesses who do nothing to stop it. Ignorance is not a justification for murder, and it would have been much more entertaining to see the Cracker Police suffer for their actions as opposed to merely getting whacked in the street. While revenge is a ubiquitous and generally satisfying theme in films of this genre, it is a far cry from seeing Pam Grier track down the thugs who off'ed her family, cuss them out, give them a jujitsu ass-kickin' and set their 'fro on fire. That has art (and a reason for existing) and merits a level of respect that is quite undeserved by simply shooting someone in the back. Of course, in this bizarre tale, she is playing a woman completely under The Man's thumb, afraid of the Crackers who run her town and oppress her people. Indeed, her advice to Duke is, ""Run, man, they gonna kill you!""<br /><br />Following the sickening and gratuitous violence, we are expected to believe that the town's mayor wholeheartedly condones the actions of Duke and his friends, congratulating them and offering to throw a parade in their honor, as opposed to, say, calling the district attorney to press capital murder charges against them and have them taken into custody. Duke's posse declines the parade and instead opts to fill the numerous vacancies on the police force created by their recent killing spree. They immediately prove to be even more corrupt than their Cracker Police predecessors (to quote the mayor, ""They are ten times worse than what we had before!""). Now Duke finds he must again rescue the citizens of Bucktown from corrupt, protection-racket law enforcement officials and again make it safe for decent folk to operate a prostitution business in the streets. Unfortunately, Duke has already lost all moral high ground and sympathy due a hero, as he was a willing participant in the murder of the original police force. I wouldn't have cared one way or the other if he had rescued Bucktown or gotten plugged himself at this point. I suppose we are to be entertained by the clever way Duke has to outsmart the new Police Goons, but in reality the film has now just become an opera of gratuitous violence, Duke murders all of his former friends and allies in cold blood with the same absence of compassion he had when gunning down the Cracker Police. Duke is a pig.<br /><br />Finally, when everyone in town but Duke, Aretha, and the employees of the local brothel are dead and bleedin' in the street, our hero and heroine walk off into the night as though they had some admirable qualities or redeeming values; they don't. Duke is merely a murderous thug and Aretha his enabling misogynist accomplice. If you are interested in this genre of film, by all means, I highly recommend them, see Coffy, Foxy Brown, Truck Turner, Blacula, Sheba Babybut if in the process you should run across this DVD, throw it as far away as you possibly can! Drop it like it's hot! It should be treated as one would treat a glowing puddle of nuclear waste! There is no single film in the entire Blacksploitation era that is not dramatically more entertaining, satisfying and populated with more sympathetic and admirable characters than this piece of slime, obviously written by and targeted at some hormonally imbalanced high school sophomores.",negative
"I have seen previous movies from Cédric Klapisch, and therefore expected a quality movie with psychological depth. Having been an Erasmus student myself and having visited several friends studying abroad, I know very well what it means to spend some time abroad and mix with different cultures at the same time. Yes, it is great fun! Because of that I thought I should not miss this movie. Unfortunately I was disappointed to find that L'Auberge Espagnol fails to satisfy in many ways: the characters are stereotyped, the events are trite and the story is shallow. Although there are quite a few familiar situations, they are irritatingly cliché and do not go beyond the trivial events. This made the movie uninteresting to watch, and gave me a strong ""been-there-done-that-don't-you-have-anything-to-add?"" feeling. Apart from that, the movie lacks a firm story. It sometimes looks more like a documentary or 'real-life' show than a seriously made movie.<br /><br />However, I can imagine that if you haven't studied or travelled abroad, this might be fun to watch.",negative
"This was indeed an amazing adaption. I missed the first episode so I unfortunately missed out on the bonding between the characters and the smooth flow of the storyline. But as soon I watched the second and then the third instalment I was just blown away. I ordered the DVD less than a week later and unable to wait for it to come I went straight out and brought the book. From the moment I opened it I was hooked, I just couldn't put it down. I decided to finish the whole book before I dare watch the DVD at all. I preferred the book because it got inside the characters minds, you could understand totally where they were coming from and what there role was within the story. They missed a lot out of the adaption which was disappointing as the book is a master piece and I think they could have done it superbly if they had been able to stretch it over a longer period of time. But considering only being able to be fitted into a 3 hour slot I think it was done excellent. It followed the main twisted storyline brilliantly. And the actors which were enrolled as the main characters where amazing! The love making scene was pure beautiful. It was so tender and loving and just showed how natural homosexual love can be. I was totally blown away with both the book and the TV adaption! I loved both of Sarah Waters previous novels and also found the Tipping the Velvet adaption quite enjoyable. But when I read and watched Fingersmith I knew none of her previous novels/adaption could beat it. Sarah Waters has indeed exceeded herself this time! I recommend that you watch this adaption! If Tipping the Velvet wasn't your thing, then don't let it put you off this one. Fingersmith is a whole new ball game. It is a beautiful yet dark twisted story about love, greed and betrayal...<br /><br />A MUST SEE!",positive
"I'll make this brief. This was a joy to watch. It may or may not have been more effective if the characters had resembled their real life counterparts, but aside from this minor observation I found the fantasy animal characters to be most enjoyable. The visuals were most stunning except for the second-rate CG scenes, which could have been left out. I dislike computer generated animation anyways, it defeats the purpose of a biopic such as this one. Watch it, you will appreciate it too!",positive
"I love Jane Austen's stories. I've only read two of them (P&P and S&S), but after having seen this adaption, I'm reaching for ""Persuasion"" from my bookcase just to make sense out of the story, and also, because I refusing to believe Jane Austen could have written such nonsense. For me, I thought that if you base a film on a Jane Austen novel, you can't really go wrong. It will turn out great pretty much by default. I was wrong.<br /><br />First of all, where are the characters that you sympathise with and like? You have to have at least one likable character to get the audience to invest their emotions in them, and this did not deliver. Sure, I wanted Anne and Wentworth to get together, but only because that's what you know the purpose of the story is, them getting together. Instead, I had to resist urges to throw my teacup at the TV and to continue watching it to the end.<br /><br />Anne was utterly annoying throughout, and in the end, I really have no idea why Wentworth was so smitten by her, as there seemed to be nothing there for him to be attracted to. She was meek, bland, dull, socially inadequate and came across like a sheep following everyone else's instructions rather than having a mind of her own. This can still work for a lead character, if you do it well. This wasn't done well.<br /><br />The other characters were just displaying various degrees of narcissism, of which Mary was the worst, with a full-blown narcissistic personality disorder. Where Mrs. Bennet in P&P had similar flaws, she was still endearing, whereas Mary was more of a freak-show. More loathsome than funny.<br /><br />Wentworth was very handsome and seemed like a decent kind of guy. For the most part of the story, I was just wondering what kind of person he was and why he's in love with Anne, as surely, he's the kind of guy who would want a person who is a little bit more... alive? Acting-wise, not too much to say, as I reacted more to the characters being portrayed rather than how good/bad the people acting were. Anthony Head was excellent, but as soon as I saw he was in it, I expected no less.<br /><br />Also found the story very confusing. It wasn't until the end of the movie where it seemed as if Elizabeth was not Anne's stepmother, but in fact a sister (I'm still not 100% on that). The whole Anne/Wentworth back story was also a bit fuzzy. They had been together but then broke up and they're both bitter about it? How come? I was wondering this for quite some time, and the explanation seemed to be she dumped him because she was persuaded to do so by someone? But it was said in a kind of ""by the by"" way that it was almost missed, as if it was somehow unimportant. How can it be unimportant when it's the very core of the story?? There was also a lot of name-dropping, but no real feel for who the characters were. This Louisa person for instance, who was she? A friend? Family? What? It wasn't made very clear who the different characters are and their relationship with one another. Lady Russell was there a lot, but why? Mrs. Croft and Wentworth were brother and sister, which felt very unrealistic as Mrs. Croft looked old enough to be his mother.<br /><br />The final kiss, yes it was a bit strange them kissing in the street, but I didn't really think about it, because I was too busy yelling ""GET ON WITH IT ALREADY!!"" at the TV, because Anne's lips trembled and trembled and trembled for what felt like ages before they actually met Wentworth's. Have SOME hesitation there, but only for a couple of seconds or so, not half a minute.<br /><br />Then there's the issue of camera work. As a regular movie watcher, you don't pay attention to angles and such unless you decide to look out for it. I didn't decide to do so here, but I still noticed them. To me, that means the filmmakers are not doing a good job. A lot of conversations were with extreme facial closeups, something that should only be used when there's a really important point to be made. In this adaption, it was over-used and therefore lacked meaning. The hand-held feeling on occasion also didn't really work in a period drama. The camera work in the running scene in the end also felt too contemporary. (Not to mention the running itself.) This was the only Austen adaption I caught in ITV's Austen season. Makes me wonder if it's worth watching ""Northanger Abbey"" and ""Mansfield Park"" or if I should just read the books and leave it at that. I'm sad to say, this is a Jane Austen adaption I did not enjoy. Maybe I'll watch the 1995 version instead. The BBC are renowned for having done beautiful Austen adaptations before, after all.",negative
"For that matter one of the worst FILMS ever made. Plot goes as follows. Slog through jungle looking areas for 10 minutes or so. Have Bo go somewhere and strip. Slog through the jungle some more. Give Bo another excuse to strip. Back to the jungle. Oh look! There's a Tarzan looking guy! Strip, Bo - strip. Kill the safari people. Tarzan looking guy has a fight scene. Saves Bo. Bo strips. Run credits. Run credits, run.",negative
"Humphrey Bogart clearly did not want to be in this film, and be forced to play a part-Mexican or he would have been suspended. Believe me , he made the wrong choice! Presumably, after the success of ""Dodge City"", Warners tried a follow-up with Errol Flynn and his usual list of buddies, like Alan Hale, Guinn (Big Boy) Williams, Frank Mc Hugh and the ever-present John Litel, but they made the huge mistake of trying to present Miriam Hopkins as a love interest for Flynn v. Randolph Scott, and as a singer to really make things bad, because she proved one thing, and that is she cannot sing. The story was not too bad, but with Bogie clearly miscast also, it turned out to be a poor Western that was overlong, and on a low budget, but in fairness, color would not have helped.",negative
"This movie was by far the worst movie I've ever had to endure. I couldn't believe that they tried to pass it off as a serious movie, it was so bad I couldn't even laugh at it's pathetic attempt to entertain me. If you want cheesy horror that you can laugh at, rent Dr. Giggles instead.",negative
"It's astonishing that some people saw this as art. We saw it as a poorly filmed (shaky hand-held camera and all), (generally) badly acted, unscripted mess that seemed more like a high school film project with the kids experimenting in black & white film making. Injecting mounds of poetry in place of a story does not an art film make. When we watched this in the theatre, people were starting to have fits of the giggles (us included) at the endless stupidity of this self-indulgent, meandering mess. And believe me, it does seem endless. Had we finished our candy and popcorn, we too would have walked out of the theatre with the other two dozen people who packed up and left looking for something more interesting to do!",negative
